COMPANY_CD_FSK,CUSTOMER_CD_FSK,PRODUCT_CD_FSK,INVOICE_YEAR_MONTH,QUANTITY_PIECES,GROSS_SALES
72,19392432,90963837,2021-03-01 00:00:00,6,479.32000000000005
127,3584,489867,2021-01-01 00:00:00,12,479
127,4216,509342,2021-10-01 00:00:00,64,479
213,32348670,154562126,2021-07-01 00:00:00,40,478.8
127,3584,498169,2021-09-01 00:00:00,30,478.76
127,3584,498169,2021-12-01 00:00:00,30,478.76
127,3584,492939,2021-08-01 00:00:00,20,478.5
127,4216,503745,2021-09-01 00:00:00,10,478.28
127,4462,491718,2021-01-01 00:00:00,8,478.26
200,5652414,22566129,2021-03-01 00:00:00,220,477.74
127,984,497832,2021-01-01 00:00:00,28,477.68
127,2282,489224,2021-03-01 00:00:00,56,477.68
127,590,492146,2021-07-01 00:00:00,2,477.5
127,3584,508064,2021-04-01 00:00:00,20,477.34
127,3584,508672,2021-05-01 00:00:00,64,477.18
211,3469616,13065804,2021-07-01 00:00:00,300,477
211,3481908,13000498,2021-01-01 00:00:00,60,476.4
200,5652414,22555136,2021-03-01 00:00:00,300,476.39
127,3584,512088,2021-01-01 00:00:00,2,476.1
127,620,491338,2021-04-01 00:00:00,2,476.04
127,620,491338,2021-05-01 00:00:00,2,476.04
127,5499,492898,2021-11-01 00:00:00,260,475.8
127,4216,497308,2021-02-01 00:00:00,80,475.56
211,3459454,12961799,2021-07-01 00:00:00,480,475.2
211,3481908,13026889,2021-11-01 00:00:00,720,475.2
127,4218,501777,2021-11-01 00:00:00,8,475.16
127,659,497310,2021-11-01 00:00:00,200,475
127,1547,503027,2021-02-01 00:00:00,20,474
127,2124,509342,2021-04-01 00:00:00,200,474
127,4216,498560,2021-10-01 00:00:00,2,473.72
127,1285,503745,2021-09-01 00:00:00,30,473.4
127,4462,492990,2021-08-01 00:00:00,160,472.72
127,3584,494697,2021-05-01 00:00:00,12,472
211,3483291,12977595,2021-03-01 00:00:00,4,472
127,847,507293,2021-04-01 00:00:00,20,471.8
127,620,508556,2021-05-01 00:00:00,20,471.6
211,3485767,12997890,2021-09-01 00:00:00,360,471.6
127,2124,495298,2021-10-01 00:00:00,240,470.4
127,3030,509610,2021-03-01 00:00:00,8,470.1
211,3468752,13004409,2021-03-01 00:00:00,1000,470
211,3481908,13010355,2021-04-01 00:00:00,20,470
213,32348670,154570698,2021-05-01 00:00:00,250,470
127,984,493892,2021-01-01 00:00:00,20,468.8
200,5652414,22555136,2021-06-01 00:00:00,300,468.58000000000004
127,847,495038,2021-06-01 00:00:00,20,468.2
127,1285,495298,2021-08-01 00:00:00,240,468
127,3273,510283,2021-06-01 00:00:00,1200,468
127,4237,507512,2021-07-01 00:00:00,40,467.96
127,4237,508525,2021-06-01 00:00:00,40,467.96
213,32353079,154557242,2021-06-01 00:00:00,4,467.84
127,3030,493466,2021-09-01 00:00:00,28,467.74
211,3481908,13001886,2021-06-01 00:00:00,26,467.74
127,1547,493101,2021-07-01 00:00:00,48,467.52
127,1547,512136,2021-07-01 00:00:00,48,467.52
127,4216,503745,2021-03-01 00:00:00,10,467.06
127,4216,494255,2021-08-01 00:00:00,8,466.86
127,3584,495739,2021-05-01 00:00:00,10,466.78
127,4462,492732,2021-10-01 00:00:00,20,466.54
127,620,495485,2021-05-01 00:00:00,2,466.4
127,590,492146,2021-03-01 00:00:00,2,466.3
127,4462,504561,2021-07-01 00:00:00,28,466
127,620,498648,2021-02-01 00:00:00,80,465.88
127,4462,508379,2021-10-01 00:00:00,2,464.4
72,19392432,90952847,2021-05-01 00:00:00,12,464.26
211,3468752,12978922,2021-03-01 00:00:00,200,464
211,3468752,12978922,2021-05-01 00:00:00,200,464
127,4462,506607,2021-11-01 00:00:00,4,463.82
127,4462,509236,2021-04-01 00:00:00,10,463.68
211,3481908,12976665,2021-12-01 00:00:00,8,463.6
200,5652414,22566129,2021-10-01 00:00:00,220,463.59000000000003
127,3030,493769,2021-09-01 00:00:00,48,463.2
127,4462,500355,2021-04-01 00:00:00,24,462.94
72,19392432,90975046,2021-08-01 00:00:00,40,462.26
72,19392432,90961417,2021-10-01 00:00:00,40,462.1
127,847,507293,2021-03-01 00:00:00,20,462
127,871,510315,2021-04-01 00:00:00,60,462
127,871,510315,2021-05-01 00:00:00,60,462
127,871,510315,2021-06-01 00:00:00,60,462
127,871,510315,2021-10-01 00:00:00,60,462
211,3469616,13065804,2021-02-01 00:00:00,300,462
127,2779309,506548,2021-09-01 00:00:00,36,461.88
127,620,495485,2021-11-01 00:00:00,2,461.66
72,19394751,90964314,2021-12-01 00:00:00,6,461.31
127,871,490604,2021-03-01 00:00:00,32,461.12
127,871,490604,2021-11-01 00:00:00,32,461.12
127,2598,507386,2021-10-01 00:00:00,30,461.1
211,3465694,13036584,2021-01-01 00:00:00,320,460.8
211,3483291,12956212,2021-06-01 00:00:00,320,460.8
211,3481908,13049764,2021-05-01 00:00:00,400,460
211,3483291,12977595,2021-06-01 00:00:00,2,460
127,4462,511040,2021-10-01 00:00:00,12,459.96
200,5652414,22566129,2021-04-01 00:00:00,220,459.65
200,5655560,22541576,2021-01-01 00:00:00,8,459.25
127,3584,491758,2021-04-01 00:00:00,30,459
211,3481908,13010253,2021-09-01 00:00:00,300,459
127,620,511915,2021-06-01 00:00:00,4,458.88
200,5652414,22555136,2021-08-01 00:00:00,300,458.70000000000005
211,3469616,12990501,2021-04-01 00:00:00,566,458.46
127,3584,506607,2021-06-01 00:00:00,4,458.38
127,3030,510315,2021-03-01 00:00:00,46,457.9
127,4462,491609,2021-04-01 00:00:00,58,457.88
127,620,511915,2021-11-01 00:00:00,4,457.72
211,3470541,13017086,2021-07-01 00:00:00,440,457.6
127,3584,506601,2021-03-01 00:00:00,16,457.28
127,4237,507512,2021-04-01 00:00:00,40,456.96
127,3584,498169,2021-06-01 00:00:00,30,456.86
127,3030,511915,2021-09-01 00:00:00,4,456.64
127,14425627,511915,2021-07-01 00:00:00,4,456.64
127,1281,495302,2021-10-01 00:00:00,10,456.62
127,5392,492908,2021-09-01 00:00:00,32,456.5
127,2433,508527,2021-05-01 00:00:00,140,456.4
127,2433,508527,2021-12-01 00:00:00,140,456.4
211,3469616,13048054,2021-04-01 00:00:00,300,456
127,3584,495739,2021-04-01 00:00:00,10,455.86
213,32348670,154571415,2021-03-01 00:00:00,32,455.68
127,2598,501520,2021-01-01 00:00:00,2,455.4
127,1285,493441,2021-06-01 00:00:00,16,454.88
127,1285,500740,2021-06-01 00:00:00,16,454.88
127,4462,498169,2021-10-01 00:00:00,30,454.82
127,4462,507512,2021-04-01 00:00:00,40,454.78
211,3466244,13036584,2021-04-01 00:00:00,320,454.4
211,3466244,13036584,2021-09-01 00:00:00,320,454.4
127,3749,504561,2021-06-01 00:00:00,2,454
127,1607,503677,2021-10-01 00:00:00,20,453.8
127,2598,507994,2021-10-01 00:00:00,6,452.76
127,4176,504612,2021-11-01 00:00:00,4,452.64
211,3481908,13002915,2021-01-01 00:00:00,22,452.1
127,5392,508148,2021-10-01 00:00:00,10,452.06
241,5664978,22637691,2021-08-01 00:00:00,4,451.48
211,3459454,12961799,2021-04-01 00:00:00,480,451.2
200,5652414,22574387,2021-03-01 00:00:00,180,451.13
127,4216,489015,2021-11-01 00:00:00,8,450.72
200,5652414,22564366,2021-03-01 00:00:00,300,450.57
127,3584,504210,2021-10-01 00:00:00,2,450.5
127,2289,490110,2021-04-01 00:00:00,6,450.36
127,4176,500355,2021-12-01 00:00:00,24,450.26
211,3466244,13031451,2021-06-01 00:00:00,1000,450
211,3466244,13031451,2021-11-01 00:00:00,1000,450
211,3466244,13059956,2021-04-01 00:00:00,1000,450
211,3466244,13059956,2021-06-01 00:00:00,1000,450
211,3466244,13059956,2021-07-01 00:00:00,1000,450
211,3468752,13037617,2021-02-01 00:00:00,3000,450
211,3469616,13006499,2021-04-01 00:00:00,600,450
211,3469616,13009190,2021-05-01 00:00:00,900,450
211,3481908,13025247,2021-05-01 00:00:00,200,450
127,2656,509357,2021-05-01 00:00:00,20,449.8
127,2656,509357,2021-06-01 00:00:00,20,449.8
127,2656,509357,2021-10-01 00:00:00,20,449.8
127,1547,499863,2021-06-01 00:00:00,4,449.56
72,19394766,90956513,2021-06-01 00:00:00,4,449.06
127,4218,502124,2021-08-01 00:00:00,10,449.06
213,32353079,154558133,2021-10-01 00:00:00,2,448.88
211,3465694,12957563,2021-11-01 00:00:00,440,448.8
127,2484,507034,2021-07-01 00:00:00,16,448.18
127,871,500779,2021-10-01 00:00:00,1400,448
127,3584,499245,2021-09-01 00:00:00,40,447.66
72,19392432,90969385,2021-06-01 00:00:00,6,447.35
72,19393927,90966352,2021-09-01 00:00:00,4,446.77
211,3481908,12960189,2021-06-01 00:00:00,220,446.6
72,19394766,90956513,2021-04-01 00:00:00,4,446.46000000000004
127,4176,496822,2021-03-01 00:00:00,48,446.42
127,3749,506563,2021-06-01 00:00:00,30,446.4
211,3477591,12973472,2021-07-01 00:00:00,180,446.4
211,3481908,12975547,2021-08-01 00:00:00,480,446.4
211,3459454,13018756,2021-05-01 00:00:00,200,446
211,3465694,12962384,2021-05-01 00:00:00,200,446
211,3465694,12971389,2021-09-01 00:00:00,120,445.8
213,32348670,154574141,2021-06-01 00:00:00,2,445.42
72,19392432,90950906,2021-05-01 00:00:00,8,445.39
127,4045,507493,2021-08-01 00:00:00,16,445.24
200,5652414,22547775,2021-04-01 00:00:00,180,445.13
127,1711,503027,2021-06-01 00:00:00,16,445.12
127,2656,507512,2021-06-01 00:00:00,80,444.8
200,5652414,22541302,2021-07-01 00:00:00,300,444.76
127,4216,490269,2021-10-01 00:00:00,2,444.6
127,620,511210,2021-10-01 00:00:00,6,444.3
211,3481908,12981450,2021-06-01 00:00:00,72,444.24
211,3481908,12990501,2021-03-01 00:00:00,400,444
127,2656,508784,2021-09-01 00:00:00,10,443.7
127,3749,498453,2021-06-01 00:00:00,6,442.84
127,3584,491609,2021-12-01 00:00:00,50,442.64
211,3466244,13053072,2021-09-01 00:00:00,280,442.4
127,4176,490231,2021-07-01 00:00:00,10,442.22
211,3468752,13048054,2021-02-01 00:00:00,200,442
127,4462,34065234,2021-05-01 00:00:00,2,441.7
127,5392,488668,2021-08-01 00:00:00,10,441.7
127,1285,508883,2021-05-01 00:00:00,240,441.6
211,3469616,13034908,2021-04-01 00:00:00,8,441.52
127,3030,493365,2021-09-01 00:00:00,150,441
211,3481908,13040660,2021-06-01 00:00:00,300,441
211,3481908,13040660,2021-07-01 00:00:00,300,441
127,620,499792,2021-02-01 00:00:00,110,440.96
127,2282,510645,2021-03-01 00:00:00,120,440.4
200,5652414,22574919,2021-06-01 00:00:00,180,440.36
127,3584,498585,2021-11-01 00:00:00,42,440.3
127,4176,502207,2021-09-01 00:00:00,20,440.18
127,4216,502207,2021-06-01 00:00:00,20,440.18
211,3469616,13030111,2021-07-01 00:00:00,270,440.1
211,3466244,13031451,2021-03-01 00:00:00,1000,440
211,3469616,13042950,2021-06-01 00:00:00,1000,440
72,19392432,90961469,2021-08-01 00:00:00,6,439.54
127,4218,492275,2021-06-01 00:00:00,16,439.48
127,4462,496479,2021-09-01 00:00:00,10,439.3
127,3030,508887,2021-03-01 00:00:00,10,439.28
127,2598,499403,2021-01-01 00:00:00,2,439.2
211,3485767,13036257,2021-07-01 00:00:00,720,439.2
72,19394766,90977754,2021-05-01 00:00:00,6,439.09000000000003
127,2656,509357,2021-02-01 00:00:00,20,438.8
127,2656,509357,2021-03-01 00:00:00,20,438.8
211,3466244,13036584,2021-03-01 00:00:00,320,438.4
200,5652414,22563800,2021-03-01 00:00:00,200,438.12
127,4218,496501,2021-04-01 00:00:00,150,438
127,3749,490066,2021-06-01 00:00:00,10,437.96
127,3584,510348,2021-05-01 00:00:00,80,437.88
72,19392432,90963624,2021-05-01 00:00:00,4,437.27
72,19392432,90947920,2021-09-01 00:00:00,6,436.47
72,19392432,90972368,2021-11-01 00:00:00,4,435.98
211,3481908,12956843,2021-06-01 00:00:00,12,435.84
211,3481908,13041991,2021-08-01 00:00:00,360,435.6
127,1285,497082,2021-10-01 00:00:00,140,435.4
127,4218,500999,2021-04-01 00:00:00,6,435.16
127,4045,507493,2021-03-01 00:00:00,16,434.82
127,4045,507493,2021-04-01 00:00:00,16,434.8
200,5652414,22574387,2021-04-01 00:00:00,180,434.36
127,4176,501946,2021-03-01 00:00:00,140,434
127,3584,501201,2021-05-01 00:00:00,10,433.62
127,2656,507512,2021-03-01 00:00:00,80,433.6
127,3307,509691,2021-12-01 00:00:00,20,433.5
211,3466244,12982022,2021-02-01 00:00:00,100,433
127,4462,489867,2021-07-01 00:00:00,10,432.76
127,3307,507174,2021-05-01 00:00:00,20,432.34
127,871,510283,2021-08-01 00:00:00,1600,432
211,3481908,12996370,2021-03-01 00:00:00,400,432
211,3485767,13025843,2021-06-01 00:00:00,720,432
211,3485767,13025843,2021-07-01 00:00:00,720,432
127,3584,498192,2021-08-01 00:00:00,4,431.9
127,3584,504612,2021-05-01 00:00:00,4,431.9
200,5652414,22541302,2021-08-01 00:00:00,300,431.76
127,4176,496584,2021-03-01 00:00:00,2,431.68
127,4216,496584,2021-03-01 00:00:00,2,431.68
211,3481908,13006036,2021-01-01 00:00:00,2,431.68
127,1285,510579,2021-07-01 00:00:00,48,431.04
127,3030,492373,2021-09-01 00:00:00,194,430.68
127,4216,507386,2021-09-01 00:00:00,18,430.66
127,2282,489224,2021-09-01 00:00:00,56,430.64
127,4462,506453,2021-05-01 00:00:00,2,430.4
127,4462,506453,2021-06-01 00:00:00,2,430.4
127,1530,499863,2021-06-01 00:00:00,4,430.32
127,3584,491654,2021-11-01 00:00:00,24,430.06
127,2598,501946,2021-05-01 00:00:00,200,430
211,3469616,13042950,2021-05-01 00:00:00,1000,430
127,3030,512836,2021-09-01 00:00:00,10,429.9
127,2124,499245,2021-05-01 00:00:00,120,429.6
127,1285,495298,2021-05-01 00:00:00,220,429
72,19392432,90943715,2021-06-01 00:00:00,12,428.38
127,3584,492732,2021-01-01 00:00:00,20,428.2
127,1285,501946,2021-10-01 00:00:00,428,428
127,4462,495298,2021-03-01 00:00:00,90,427.9
127,4462,502304,2021-05-01 00:00:00,24,427.84
127,4216,492908,2021-07-01 00:00:00,30,427.78
127,4462,498169,2021-01-01 00:00:00,30,427.68
200,5652414,22557093,2021-04-01 00:00:00,132,427.52
147,40322,26339,2021-03-01 00:00:00,20,427.4
127,2124,508527,2021-08-01 00:00:00,120,427.2
127,3584,497082,2021-09-01 00:00:00,40,427.16
127,3584,499245,2021-05-01 00:00:00,40,427.16
127,4462,497082,2021-05-01 00:00:00,40,427.16
127,4462,497082,2021-07-01 00:00:00,40,427.16
127,2598,510579,2021-06-01 00:00:00,20,427
127,2598,510579,2021-08-01 00:00:00,20,427
127,2598,510579,2021-09-01 00:00:00,20,427
211,3481908,12956843,2021-04-01 00:00:00,12,426.84
127,620,495800,2021-02-01 00:00:00,20,426.56
127,620,511210,2021-05-01 00:00:00,6,426.42
127,2124,512136,2021-08-01 00:00:00,96,426.24
127,2124,512136,2021-10-01 00:00:00,96,426.24
127,2124,512136,2021-12-01 00:00:00,96,426.24
200,5652414,22541302,2021-06-01 00:00:00,300,426.14
200,5652414,22564366,2021-06-01 00:00:00,300,426.14
127,2656,488668,2021-06-01 00:00:00,30,426
127,2656,488668,2021-12-01 00:00:00,30,426
127,3584,498770,2021-07-01 00:00:00,2,425.24
127,4462,497427,2021-11-01 00:00:00,2,425.18
127,4993,493001,2021-10-01 00:00:00,4,425.12
127,871,504215,2021-08-01 00:00:00,340,425
127,5392,498901,2021-03-01 00:00:00,12,424.98
127,1285,507512,2021-11-01 00:00:00,120,424.8
127,1285,508525,2021-12-01 00:00:00,120,424.8
211,3469616,12968118,2021-09-01 00:00:00,720,424.8
211,3466244,12989218,2021-09-01 00:00:00,220,424.6
127,3030,511707,2021-03-01 00:00:00,40,424.52
127,4216,497308,2021-04-01 00:00:00,80,424.52
127,3749,497585,2021-06-01 00:00:00,18,424.26
127,2656,502207,2021-06-01 00:00:00,40,424
127,4462,495739,2021-11-01 00:00:00,10,423.96
127,4462,498169,2021-04-01 00:00:00,30,423.86
200,5652414,22568880,2021-07-01 00:00:00,220,423.79
127,3030,503279,2021-11-01 00:00:00,2,423.74
127,4176,488967,2021-04-01 00:00:00,12,423.7
127,620,491661,2021-05-01 00:00:00,120,423.36
127,4462,497724,2021-04-01 00:00:00,24,423.36
127,620,505373,2021-05-01 00:00:00,60,423
211,3468752,12995839,2021-06-01 00:00:00,140,422.8
127,4218,500134,2021-06-01 00:00:00,16,422.6
127,847,490269,2021-09-01 00:00:00,6,422.4
127,4176,491609,2021-08-01 00:00:00,50,422.4
127,4462,491609,2021-06-01 00:00:00,50,422.4
211,3481908,12952903,2021-07-01 00:00:00,240,422.4
127,2598,488668,2021-06-01 00:00:00,20,422
127,2598,488668,2021-12-01 00:00:00,20,422
127,2598,503027,2021-12-01 00:00:00,20,422
241,5664978,22621432,2021-07-01 00:00:00,6,421.9
127,3584,498192,2021-03-01 00:00:00,4,421.78
127,3584,498192,2021-04-01 00:00:00,4,421.78
127,3584,501520,2021-09-01 00:00:00,2,421.78
127,4176,504612,2021-03-01 00:00:00,4,421.78
127,4216,501520,2021-11-01 00:00:00,2,421.78
241,5664978,22627319,2021-03-01 00:00:00,16,421.7
127,4045,503930,2021-06-01 00:00:00,120,421.68
127,620,506481,2021-02-01 00:00:00,48,421.46
211,3481908,13041991,2021-05-01 00:00:00,360,421.2
127,23049184,497416,2021-11-01 00:00:00,100,421
241,5664978,22634951,2021-04-01 00:00:00,0,421
127,4216,492908,2021-02-01 00:00:00,32,420.96
127,14425627,509872,2021-07-01 00:00:00,16,420.64
200,5652414,22574919,2021-04-01 00:00:00,170,420.4
127,2289,507512,2021-11-01 00:00:00,20,420.34
127,4045,491295,2021-10-01 00:00:00,60,420.34
127,14425627,499024,2021-11-01 00:00:00,4,420.3
127,1285,501946,2021-05-01 00:00:00,420,420
127,4045,504561,2021-04-01 00:00:00,2,420
127,4216,504561,2021-06-01 00:00:00,6,420
127,1285,507401,2021-10-01 00:00:00,6,419.46
127,1547,498640,2021-08-01 00:00:00,18,419.36
127,2124,492939,2021-07-01 00:00:00,44,419.32
127,4208,503596,2021-12-01 00:00:00,16,418.56
127,4462,490231,2021-06-01 00:00:00,8,418.1
127,2124,488668,2021-07-01 00:00:00,40,418
127,2124,488668,2021-12-01 00:00:00,40,418
127,3030,505373,2021-06-01 00:00:00,60,417.6
211,3468752,12989214,2021-10-01 00:00:00,480,417.6
127,14425627,489468,2021-06-01 00:00:00,34,417.52
127,659,492489,2021-11-01 00:00:00,100,417.36
127,984,509713,2021-06-01 00:00:00,10,417.2
127,3584,497082,2021-05-01 00:00:00,40,417.12
127,4462,489163,2021-06-01 00:00:00,4,417.12
127,4462,508527,2021-01-01 00:00:00,40,417.12
127,620,500460,2021-05-01 00:00:00,26,417.04
127,4462,498579,2021-01-01 00:00:00,100,416.52
127,1281,502207,2021-01-01 00:00:00,12,416.02
127,3030,499792,2021-09-01 00:00:00,100,416
211,3469616,13057857,2021-04-01 00:00:00,660,415.8
211,3481908,12968955,2021-07-01 00:00:00,540,415.8
127,2124,512136,2021-03-01 00:00:00,96,415.68
127,4462,498770,2021-04-01 00:00:00,2,415.28
127,847,490644,2021-03-01 00:00:00,60,414.6
127,1285,490431,2021-10-01 00:00:00,12,414.6
127,620,507400,2021-05-01 00:00:00,80,414.4
211,3481908,13012568,2021-03-01 00:00:00,8,414.32
127,5392,492910,2021-06-01 00:00:00,8,414.12
127,659,504561,2021-11-01 00:00:00,2,414
127,4993,491389,2021-01-01 00:00:00,8,414
127,3584,493025,2021-08-01 00:00:00,4,413.92
72,19392432,116713374,2021-10-01 00:00:00,4,413.88
200,5652414,22563800,2021-10-01 00:00:00,200,413.78
211,3468752,12957563,2021-10-01 00:00:00,440,413.6
127,5284,496822,2021-11-01 00:00:00,60,413.4
200,5655560,22547073,2021-01-01 00:00:00,8,413.23
127,2124,488668,2021-04-01 00:00:00,40,412.8
211,3468752,12955002,2021-10-01 00:00:00,120,412.8
127,620,497817,2021-05-01 00:00:00,30,412.2
127,620,497817,2021-06-01 00:00:00,30,412.2
127,1285,495477,2021-06-01 00:00:00,200,412
127,1285,495477,2021-08-01 00:00:00,200,412
211,3481908,13007115,2021-12-01 00:00:00,1000,412
127,590,500162,2021-07-01 00:00:00,4,411.96
127,3030,493924,2021-08-01 00:00:00,60,411.9
72,19392432,90978335,2021-03-01 00:00:00,8,411.62
127,3584,506328,2021-01-01 00:00:00,8,411.48
127,3030,499792,2021-03-01 00:00:00,104,411
127,4218,493924,2021-04-01 00:00:00,42,410.86
127,3030,491083,2021-03-01 00:00:00,110,410.62
241,5664978,22611765,2021-02-01 00:00:00,6,410.58
127,3307,499792,2021-07-01 00:00:00,80,410.4
211,3485767,13032100,2021-07-01 00:00:00,720,410.4
127,4462,491654,2021-06-01 00:00:00,24,410.36
127,2598,488668,2021-05-01 00:00:00,20,410.2
72,19392432,90956556,2021-08-01 00:00:00,4,410
127,3584,501766,2021-10-01 00:00:00,2,410
211,3469616,12975556,2021-04-01 00:00:00,1000,410
211,3469616,13047371,2021-06-01 00:00:00,1000,410
127,4216,490110,2021-09-01 00:00:00,6,409.92
213,32357561,154574141,2021-10-01 00:00:00,2,408.62
127,3030,504890,2021-03-01 00:00:00,2,408.38
127,4462,490231,2021-03-01 00:00:00,8,408.3
127,3584,500310,2021-01-01 00:00:00,6,408.28
211,3469616,12962384,2021-09-01 00:00:00,300,408
211,3485767,12990501,2021-11-01 00:00:00,400,408
127,4462,499568,2021-11-01 00:00:00,32,407.94
127,590,118859600,2021-10-01 00:00:00,4,407.84
127,4237,508527,2021-06-01 00:00:00,40,407.74
127,2124,488668,2021-03-01 00:00:00,40,407.6
211,3481908,13041010,2021-08-01 00:00:00,4,407.52
211,3481908,13041010,2021-11-01 00:00:00,4,407.52
127,1285,496350,2021-11-01 00:00:00,20,406.8
127,4462,493327,2021-09-01 00:00:00,16,406.06
127,4462,493327,2021-11-01 00:00:00,16,406.06
127,3030,489162,2021-03-01 00:00:00,76,405.76
127,3584,507189,2021-09-01 00:00:00,8,405.5
127,3030,510159,2021-09-01 00:00:00,4,405.32
127,2598,504773,2021-01-01 00:00:00,6,405
127,3030,492373,2021-03-01 00:00:00,192,404.92
213,32357561,154547408,2021-05-01 00:00:00,8,404.72
127,4045,504324,2021-01-01 00:00:00,8,404.6
241,5664978,22602012,2021-09-01 00:00:00,10,404.6
127,4462,495739,2021-07-01 00:00:00,10,404.54
127,847,508527,2021-08-01 00:00:00,120,404.4
127,2598,495038,2021-06-01 00:00:00,10,404.2
72,19392432,90956216,2021-06-01 00:00:00,2,403.98
127,4176,494640,2021-09-01 00:00:00,20,403.96
211,3467462,12955071,2021-01-01 00:00:00,20,403.74
200,5652414,22563800,2021-06-01 00:00:00,200,403.71
127,3030,489663,2021-09-01 00:00:00,104,403
127,3030,511360,2021-03-01 00:00:00,30,402.84
127,4216,502207,2021-10-01 00:00:00,12,402.58
127,3584,509357,2021-09-01 00:00:00,10,402.3
127,659,499845,2021-10-01 00:00:00,6,401.88
72,19392432,90977009,2021-07-01 00:00:00,20,401.86
72,25556467,90954610,2021-10-01 00:00:00,2,401.83000000000004
127,4462,491609,2021-08-01 00:00:00,50,401.28
127,2289,508525,2021-06-01 00:00:00,20,401.12
127,2282,489224,2021-07-01 00:00:00,56,400.96
127,1285,490535,2021-10-01 00:00:00,4,400.88
127,4993,490535,2021-11-01 00:00:00,4,400.88
127,3584,511678,2021-10-01 00:00:00,8,400.24
127,2656,492349,2021-06-01 00:00:00,114,400.14
211,3483291,12984929,2021-10-01 00:00:00,12,400.08
127,590,504561,2021-02-01 00:00:00,6,400
211,3466244,12962384,2021-03-01 00:00:00,200,400
211,3469616,13047371,2021-05-01 00:00:00,1000,400
211,3481908,12972764,2021-05-01 00:00:00,200,400
127,4993,490111,2021-04-01 00:00:00,2,399.74
127,2124,501946,2021-03-01 00:00:00,360,399.6
72,19392432,90964710,2021-05-01 00:00:00,4,399.53
200,5652414,22566887,2021-10-01 00:00:00,100,399.43
127,3030,493717,2021-09-01 00:00:00,104,399.36
127,590,502544,2021-07-01 00:00:00,2,398.78
127,3030,499280,2021-03-01 00:00:00,52,398.66
211,3481908,13019778,2021-10-01 00:00:00,4,398.4
127,3584,498770,2021-01-01 00:00:00,2,398.16
127,4237,508527,2021-04-01 00:00:00,40,398.16
127,2433,508883,2021-01-01 00:00:00,200,398
241,5664978,22623662,2021-02-01 00:00:00,80,398
127,4462,495477,2021-04-01 00:00:00,60,397.52
127,1143,503603,2021-02-01 00:00:00,6,397.44
127,1256,503603,2021-02-01 00:00:00,6,397.44
127,2289,512136,2021-08-01 00:00:00,20,397.38
127,4462,500921,2021-05-01 00:00:00,2,397.32
127,3584,502764,2021-10-01 00:00:00,2,396.98
127,23049184,491539,2021-10-01 00:00:00,100,396
211,3465694,13014388,2021-05-01 00:00:00,400,396
211,3481908,12962970,2021-05-01 00:00:00,300,396
211,3481908,12962970,2021-07-01 00:00:00,300,396
211,3481908,13058737,2021-05-01 00:00:00,20,395.8
147,40322,26055,2021-06-01 00:00:00,30,395.7
127,3030,509140,2021-03-01 00:00:00,70,395.5
127,4462,494254,2021-09-01 00:00:00,50,395.2
211,3467462,12990480,2021-06-01 00:00:00,100,395.1
72,19392432,116713370,2021-10-01 00:00:00,2,395.09
127,4218,502481,2021-06-01 00:00:00,4,394.98
127,3584,500231,2021-05-01 00:00:00,2,394.72
127,2598,506180,2021-09-01 00:00:00,8,394.56
127,14425627,504561,2021-12-01 00:00:00,4,394
241,5664978,22607274,2021-03-01 00:00:00,0,393.88
127,1285,503095,2021-03-01 00:00:00,16,393.76
127,5499,502800,2021-12-01 00:00:00,204,393.72
211,3468752,12989214,2021-02-01 00:00:00,480,393.6
127,2289,501946,2021-01-01 00:00:00,80,393.36
127,3584,499403,2021-09-01 00:00:00,2,392.98
127,590,506203,2021-04-01 00:00:00,4,392.84
241,5664978,22636357,2021-02-01 00:00:00,6,392.66
127,3307,493695,2021-12-01 00:00:00,20,392.26
127,871,508782,2021-03-01 00:00:00,800,392
127,871,508782,2021-04-01 00:00:00,800,392
127,871,508782,2021-07-01 00:00:00,800,392
127,871,508782,2021-09-01 00:00:00,800,392
211,3481908,12972767,2021-09-01 00:00:00,80,392
127,4045,491295,2021-04-01 00:00:00,60,391.68
127,1281,508525,2021-05-01 00:00:00,20,391.64
211,3468752,13017086,2021-02-01 00:00:00,440,391.6
241,5664978,22619285,2021-08-01 00:00:00,4,391.32
127,4462,497081,2021-03-01 00:00:00,24,391.24
127,3493,506100,2021-02-01 00:00:00,20,390.9
127,4176,511040,2021-09-01 00:00:00,12,390.9
211,3481908,13019778,2021-01-01 00:00:00,4,390.28
127,2282,507910,2021-06-01 00:00:00,16,390.24
127,3584,504561,2021-02-01 00:00:00,26,390
211,3481908,13026889,2021-03-01 00:00:00,600,390
211,3483291,12977595,2021-11-01 00:00:00,2,390
127,4462,500523,2021-07-01 00:00:00,2,389.96
127,3584,499568,2021-07-01 00:00:00,32,389.24
72,19392432,90975422,2021-01-01 00:00:00,2,389.09000000000003
72,19392432,90951201,2021-04-01 00:00:00,2,389.06
127,620,512836,2021-10-01 00:00:00,6,388.8
211,3467462,13044409,2021-04-01 00:00:00,1000,388.8
241,5664978,22620052,2021-02-01 00:00:00,120,388.8
127,671,508064,2021-12-01 00:00:00,8,388.66
200,5652414,22574497,2021-08-01 00:00:00,120,388.61
127,4045,493695,2021-10-01 00:00:00,30,388.56
127,5392,511040,2021-11-01 00:00:00,8,388.32
127,590,489947,2021-03-01 00:00:00,4,388.16
