COMPANY_CD_FSK,CUSTOMER_CD_FSK,PRODUCT_CD_FSK,INVOICE_YEAR_MONTH,QUANTITY_PIECES,GROSS_SALES
127,1285,510852,2021-04-01 00:00:00,40,1068.4
213,32351569,154553924,2021-04-01 00:00:00,90,1067.4
127,847,508784,2021-03-01 00:00:00,40,1067.2
127,2289,508388,2021-04-01 00:00:00,4,1067
127,3584,490967,2021-04-01 00:00:00,6,1066.96
127,847,492349,2021-04-01 00:00:00,508,1066.8
127,2656,511678,2021-07-01 00:00:00,40,1066.8
72,19394751,90983220,2021-09-01 00:00:00,18,1066.32
127,5392,497832,2021-07-01 00:00:00,22,1065.62
127,1285,512136,2021-12-01 00:00:00,240,1065.6
127,2124,512136,2021-06-01 00:00:00,240,1065.6
127,1281,498192,2021-03-01 00:00:00,6,1064.04
127,3584,509637,2021-06-01 00:00:00,96,1063.62
127,4176,509637,2021-06-01 00:00:00,96,1063.62
127,2289,510012,2021-03-01 00:00:00,4,1062.8
127,4216,504326,2021-04-01 00:00:00,4,1062.6
211,3483291,13040526,2021-04-01 00:00:00,900,1062
127,4176,497952,2021-03-01 00:00:00,12,1060.48
127,5392,503027,2021-08-01 00:00:00,24,1060.08
127,847,498770,2021-02-01 00:00:00,16,1058.4
72,19394234,90977077,2021-04-01 00:00:00,10,1058.27
127,1281,507386,2021-09-01 00:00:00,32,1057.92
127,3584,491199,2021-03-01 00:00:00,6,1057.92
241,5664978,22604014,2021-06-01 00:00:00,0,1057.06
127,4462,502207,2021-05-01 00:00:00,48,1056.42
211,3481908,13061615,2021-09-01 00:00:00,880,1056
211,3485767,13022626,2021-01-01 00:00:00,1200,1056
211,3481908,13010253,2021-07-01 00:00:00,690,1055.7
127,2433,502941,2021-12-01 00:00:00,20,1055.4
211,3481908,13011608,2021-05-01 00:00:00,22,1055.34
127,4216,502207,2021-04-01 00:00:00,36,1055.16
127,847,511729,2021-05-01 00:00:00,66,1052.04
127,4462,507034,2021-10-01 00:00:00,48,1051.74
127,4462,492731,2021-02-01 00:00:00,32,1050.36
211,3468752,12992257,2021-08-01 00:00:00,1500,1050
211,3481908,12998807,2021-06-01 00:00:00,50,1049.5
127,4216,496729,2021-07-01 00:00:00,90,1049.08
211,3465694,12978922,2021-05-01 00:00:00,400,1048
127,4176,505216,2021-04-01 00:00:00,6,1046.78
127,4045,510996,2021-04-01 00:00:00,16,1046.6
127,871,493699,2021-06-01 00:00:00,1100,1045
127,2124,488668,2021-06-01 00:00:00,100,1045
127,1281,488668,2021-08-01 00:00:00,20,1044.96
127,1281,503027,2021-08-01 00:00:00,20,1044.96
211,3483291,13031586,2021-04-01 00:00:00,360,1044
211,3483291,13040526,2021-03-01 00:00:00,900,1044
127,2289,509985,2021-01-01 00:00:00,8,1043.7
127,3135,510579,2021-02-01 00:00:00,48,1043.28
200,5652414,22574018,2021-04-01 00:00:00,600,1042.9699999999998
127,590,118859606,2021-11-01 00:00:00,2,1041.28
200,5652414,22573926,2021-03-01 00:00:00,400,1040.78
127,659,505894,2021-12-01 00:00:00,180,1039.5
127,4216,496675,2021-06-01 00:00:00,20,1035.44
211,3466244,13022626,2021-07-01 00:00:00,900,1035
211,3466244,13022626,2021-08-01 00:00:00,900,1035
211,3466244,13022626,2021-10-01 00:00:00,900,1035
127,2124,507386,2021-10-01 00:00:00,128,1034.24
72,19392432,90968224,2021-10-01 00:00:00,10,1034
127,847,502394,2021-08-01 00:00:00,12,1033.68
127,620,508675,2021-05-01 00:00:00,312,1033.34
127,1285,510150,2021-10-01 00:00:00,20,1032.6
127,4462,497832,2021-07-01 00:00:00,28,1031.92
127,3030,497549,2021-03-01 00:00:00,40,1031.14
200,5652414,22563800,2021-07-01 00:00:00,400,1031.14
127,4462,510813,2021-05-01 00:00:00,6,1030.92
127,671,503972,2021-03-01 00:00:00,2,1030.72
127,2656,492838,2021-08-01 00:00:00,16,1029.6
127,3030,492459,2021-06-01 00:00:00,10,1028.6
127,3584,511289,2021-05-01 00:00:00,64,1027.58
127,3584,511289,2021-07-01 00:00:00,64,1027.58
127,3584,511289,2021-08-01 00:00:00,64,1027.58
127,3584,495302,2021-11-01 00:00:00,30,1027.12
127,2289,511404,2021-08-01 00:00:00,20,1027.1
127,847,490110,2021-04-01 00:00:00,80,1026.4
127,2656,507386,2021-06-01 00:00:00,96,1025.28
241,5664978,22618431,2021-07-01 00:00:00,224,1024.8
127,1547,504402,2021-12-01 00:00:00,10,1023.8
127,4045,504324,2021-04-01 00:00:00,20,1023.66
127,3030,490946,2021-03-01 00:00:00,42,1023.04
127,5392,499061,2021-07-01 00:00:00,16,1022.56
127,3030,496501,2021-09-01 00:00:00,400,1022
127,4176,508990,2021-09-01 00:00:00,12,1021.86
127,4462,508990,2021-09-01 00:00:00,12,1021.86
127,3584,507709,2021-09-01 00:00:00,32,1021.54
127,4462,498450,2021-06-01 00:00:00,8,1020.86
213,32357561,154562017,2021-04-01 00:00:00,20,1020.2
127,620,493938,2021-10-01 00:00:00,10,1018.2
127,620,509916,2021-06-01 00:00:00,6,1018.2
211,3466244,12995479,2021-07-01 00:00:00,900,1017
211,3466244,12995479,2021-09-01 00:00:00,900,1017
211,3466244,12995479,2021-11-01 00:00:00,900,1017
127,5754,492050,2021-05-01 00:00:00,144,1016.64
127,1285,507212,2021-06-01 00:00:00,8,1016.24
127,2656,495389,2021-07-01 00:00:00,60,1014.6
127,4176,503481,2021-04-01 00:00:00,2,1013.9
127,4462,508148,2021-12-01 00:00:00,28,1013.8
127,2854,511040,2021-02-01 00:00:00,20,1012.2
72,19392432,117261167,2021-10-01 00:00:00,6,1011.7
127,5284,511289,2021-06-01 00:00:00,40,1011.52
213,32357561,154569276,2021-05-01 00:00:00,14,1011.5
127,1285,497724,2021-07-01 00:00:00,132,1011.12
127,4462,496798,2021-10-01 00:00:00,6,1009.62
72,19392432,90969548,2021-02-01 00:00:00,32,1009.6099999999999
127,590,503024,2021-07-01 00:00:00,10,1009.2
127,4462,491721,2021-05-01 00:00:00,20,1008.78
127,2219,506502,2021-11-01 00:00:00,6,1008.16
211,3466244,13022626,2021-03-01 00:00:00,900,1008
211,3468752,12971389,2021-09-01 00:00:00,300,1008
200,5652414,22557093,2021-03-01 00:00:00,300,1007.31
127,3584,500448,2021-11-01 00:00:00,2,1006.8
127,847,504129,2021-05-01 00:00:00,30,1005.9
127,4216,493025,2021-02-01 00:00:00,10,1005.66
127,620,506470,2021-06-01 00:00:00,8,1004.96
127,620,491997,2021-01-01 00:00:00,20,1004.92
127,847,490110,2021-02-01 00:00:00,80,1004.8
72,19394766,90981773,2021-09-01 00:00:00,2,1004.0600000000001
127,2779309,505692,2021-09-01 00:00:00,40,1004
127,2289,511404,2021-03-01 00:00:00,20,1003
72,19394766,90981773,2021-03-01 00:00:00,2,1002.98
127,1285,490535,2021-05-01 00:00:00,10,1002.2
241,5664978,22620052,2021-09-01 00:00:00,300,1002
241,5664978,22617987,2021-03-01 00:00:00,242,1000.68
127,4883,497549,2021-07-01 00:00:00,18,1000.3
211,3481908,12972764,2021-06-01 00:00:00,500,1000
127,620,496012,2021-06-01 00:00:00,170,999.6
127,2779309,500480,2021-07-01 00:00:00,24,997.2
127,2484,510579,2021-08-01 00:00:00,28,997.1
72,19394766,90933875,2021-07-01 00:00:00,4,997.0699999999999
127,3030,496415,2021-06-01 00:00:00,4,996.54
72,19392432,90980403,2021-05-01 00:00:00,22,996.46
127,1547,491718,2021-11-01 00:00:00,10,995.68
127,14425627,491338,2021-07-01 00:00:00,6,994.86
200,5652414,22557093,2021-07-01 00:00:00,300,994.3199999999999
127,590,130583932,2021-11-01 00:00:00,2,994
211,3466244,13043601,2021-04-01 00:00:00,808,993.84
72,19392432,90969066,2021-10-01 00:00:00,32,993.6200000000001
127,2656,504493,2021-11-01 00:00:00,30,993.6
127,1281,510487,2021-03-01 00:00:00,100,992.6
127,5754,492050,2021-03-01 00:00:00,144,992.16
127,871,497319,2021-02-01 00:00:00,600,990
127,871,497319,2021-03-01 00:00:00,600,990
127,871,497319,2021-04-01 00:00:00,600,990
127,871,497319,2021-05-01 00:00:00,600,990
127,871,497319,2021-08-01 00:00:00,600,990
127,871,497319,2021-09-01 00:00:00,600,990
211,3466244,12995479,2021-03-01 00:00:00,900,990
211,3468752,12992257,2021-05-01 00:00:00,1500,990
127,1281,488668,2021-04-01 00:00:00,20,989.84
127,1281,503027,2021-04-01 00:00:00,20,989.84
127,4216,489191,2021-10-01 00:00:00,6,988.36
127,4216,498192,2021-11-01 00:00:00,6,987.58
127,4216,498192,2021-12-01 00:00:00,6,987.58
127,4216,504612,2021-12-01 00:00:00,6,987.58
127,3030,492199,2021-03-01 00:00:00,12,987.36
72,19392432,90951386,2021-10-01 00:00:00,10,986.79
127,1285,498705,2021-04-01 00:00:00,4,986.48
127,3584,498560,2021-05-01 00:00:00,4,986.24
127,4462,490572,2021-10-01 00:00:00,16,985.92
127,620,495214,2021-05-01 00:00:00,40,985.6
127,4462,491168,2021-07-01 00:00:00,32,985.3
72,19392432,90956015,2021-05-01 00:00:00,8,985.1400000000001
127,4216,508388,2021-11-01 00:00:00,4,984.74
127,871,492164,2021-02-01 00:00:00,20,984.4
127,1285,503095,2021-06-01 00:00:00,40,984.4
127,3584,501766,2021-03-01 00:00:00,4,983.16
213,32357561,154562017,2021-10-01 00:00:00,20,982.38
72,19392432,90952987,2021-03-01 00:00:00,32,982.12
127,4462,495389,2021-01-01 00:00:00,40,981.24
127,1547,491168,2021-10-01 00:00:00,40,981.2
127,4462,501946,2021-04-01 00:00:00,360,980.7
213,32348670,154560697,2021-03-01 00:00:00,50,980
127,3307,492652,2021-03-01 00:00:00,20,979.8
211,3468752,12996417,2021-03-01 00:00:00,1920,979.2
127,2484,504402,2021-08-01 00:00:00,10,976.9
127,2124,490967,2021-05-01 00:00:00,16,976.64
127,2124,499650,2021-08-01 00:00:00,16,976.64
127,3749,493428,2021-06-01 00:00:00,64,975.9
127,4216,503964,2021-12-01 00:00:00,4,973.1
127,31448857,492153,2021-12-01 00:00:00,20,972.3
127,2656,509342,2021-11-01 00:00:00,300,972
211,3485979,12997890,2021-11-01 00:00:00,540,972
241,5664978,22604014,2021-07-01 00:00:00,0,970.96
127,4462,509357,2021-04-01 00:00:00,30,970.34
127,4216,490535,2021-10-01 00:00:00,6,969.64
213,32353079,154572487,2021-06-01 00:00:00,240,969.6
213,32353079,154572487,2021-12-01 00:00:00,240,969.6
127,3584,510579,2021-01-01 00:00:00,36,968.9
127,4462,511040,2021-12-01 00:00:00,24,968.32
213,32357561,154561736,2021-06-01 00:00:00,2,968.14
127,14425627,495485,2021-07-01 00:00:00,6,967.26
211,3481908,12968721,2021-07-01 00:00:00,360,967.2
127,4462,505557,2021-10-01 00:00:00,36,966.64
127,4993,489914,2021-05-01 00:00:00,4,965.04
127,4993,506595,2021-09-01 00:00:00,20,963.8
127,2289,494536,2021-03-01 00:00:00,4,963.4
127,4216,491682,2021-08-01 00:00:00,24,963.38
127,4216,493001,2021-09-01 00:00:00,6,962.74
127,4176,494255,2021-05-01 00:00:00,20,962.42
127,2289,511404,2021-01-01 00:00:00,20,962
211,3467462,12952495,2021-04-01 00:00:00,100,962
72,25556467,90976202,2021-10-01 00:00:00,20,961.3700000000001
127,2124,503607,2021-11-01 00:00:00,28,961.24
127,1285,501946,2021-12-01 00:00:00,960,960
211,3466244,12975556,2021-04-01 00:00:00,1500,960
211,3466244,13009190,2021-04-01 00:00:00,1200,960
127,2282,510254,2021-02-01 00:00:00,6,959.86
127,620,512385,2021-05-01 00:00:00,312,958.46
213,32353079,154572889,2021-12-01 00:00:00,32,958.08
127,4216,506453,2021-02-01 00:00:00,4,957.28
127,1285,496822,2021-04-01 00:00:00,290,957.2
127,3030,498297,2021-09-01 00:00:00,70,955.5
127,3584,496675,2021-01-01 00:00:00,20,955.06
241,5664978,22628993,2021-09-01 00:00:00,20,954.04
211,3469616,13065804,2021-10-01 00:00:00,600,954
127,2289,512136,2021-06-01 00:00:00,48,953.72
127,3251,495502,2021-03-01 00:00:00,16,953.6
127,847,508064,2021-06-01 00:00:00,60,953.4
127,847,508064,2021-11-01 00:00:00,60,953.4
127,5754,510315,2021-06-01 00:00:00,96,953.28
127,590,130583929,2021-11-01 00:00:00,2,952.92
127,847,507994,2021-04-01 00:00:00,30,951.3
127,3584,492910,2021-01-01 00:00:00,24,950.18
127,1547,491718,2021-07-01 00:00:00,10,950.1
213,32351569,154550476,2021-04-01 00:00:00,200,950
127,620,491338,2021-11-01 00:00:00,4,949.74
127,3584,511360,2021-06-01 00:00:00,180,947.52
241,5664978,22634951,2021-02-01 00:00:00,0,947.26
127,2598,504493,2021-08-01 00:00:00,20,947
72,19394766,90967981,2021-07-01 00:00:00,8,946.78
127,4216,492323,2021-10-01 00:00:00,8,945.9
127,3584,508641,2021-10-01 00:00:00,28,944.64
127,4462,504561,2021-05-01 00:00:00,46,944
200,5652414,22566129,2021-07-01 00:00:00,440,943.13
127,984,503972,2021-10-01 00:00:00,12,943.08
127,3584,507709,2021-01-01 00:00:00,32,942.42
127,4216,498450,2021-09-01 00:00:00,6,942.34
127,2124,503596,2021-07-01 00:00:00,36,941.76
127,2124,503596,2021-09-01 00:00:00,36,941.76
127,3030,496619,2021-03-01 00:00:00,124,941.58
127,3030,499215,2021-08-01 00:00:00,60,940.8
241,5664978,22633127,2021-02-01 00:00:00,0,940.72
127,4462,509604,2021-08-01 00:00:00,2,940.64
127,3584,503964,2021-08-01 00:00:00,6,939.34
127,4216,509342,2021-02-01 00:00:00,100,938.76
127,4216,510579,2021-11-01 00:00:00,32,938.3
127,620,494372,2021-05-01 00:00:00,8,936.28
127,2124,509342,2021-03-01 00:00:00,400,936
127,4216,496675,2021-02-01 00:00:00,20,935.66
127,3030,502124,2021-09-01 00:00:00,32,935.52
127,620,494372,2021-06-01 00:00:00,8,934.48
127,3584,494624,2021-05-01 00:00:00,20,933.58
127,1547,497724,2021-09-01 00:00:00,48,933.56
127,4218,491688,2021-06-01 00:00:00,12,933.06
127,4462,511702,2021-09-01 00:00:00,20,932.88
200,5652414,22573926,2021-08-01 00:00:00,440,932.0699999999999
127,4462,508148,2021-04-01 00:00:00,28,929.54
127,2282,496369,2021-10-01 00:00:00,26,928.5
72,25556467,90934893,2021-10-01 00:00:00,16,928.22
127,2656,494143,2021-04-01 00:00:00,6,927.66
127,620,506721,2021-05-01 00:00:00,460,927.36
127,1281,496822,2021-03-01 00:00:00,60,927.36
127,2762,503603,2021-03-01 00:00:00,14,927.36
127,590,118859611,2021-11-01 00:00:00,2,927.2
211,3481908,13052566,2021-06-01 00:00:00,32,925.76
127,620,495485,2021-04-01 00:00:00,4,925.64
127,620,495485,2021-06-01 00:00:00,4,925.64
127,984,499061,2021-11-01 00:00:00,40,925.2
127,3584,502304,2021-06-01 00:00:00,48,925.06
72,19394766,90958146,2021-10-01 00:00:00,8,925
211,3469616,13065804,2021-05-01 00:00:00,600,924
127,4462,511040,2021-05-01 00:00:00,24,923.96
72,19392432,90937284,2021-10-01 00:00:00,32,922.64
127,871,490604,2021-05-01 00:00:00,64,922.24
127,871,490604,2021-06-01 00:00:00,64,922.24
127,871,490604,2021-07-01 00:00:00,64,922.24
127,4216,489867,2021-04-01 00:00:00,16,922.08
213,32348670,154569648,2021-12-01 00:00:00,130,921.7
72,19392432,90939642,2021-05-01 00:00:00,10,920.53
127,1285,508525,2021-09-01 00:00:00,260,920.4
127,2282,499280,2021-03-01 00:00:00,120,920.4
127,4462,502287,2021-08-01 00:00:00,8,918.96
127,871,510283,2021-10-01 00:00:00,3400,918
211,3468752,13008270,2021-05-01 00:00:00,600,918
211,3468752,13056648,2021-02-01 00:00:00,600,918
211,3468752,13056648,2021-05-01 00:00:00,600,918
200,5652414,22555136,2021-04-01 00:00:00,600,917.59
241,5664978,22636357,2021-03-01 00:00:00,14,916.2
127,3030,500999,2021-09-01 00:00:00,18,916.12
127,847,508557,2021-10-01 00:00:00,144,915.84
127,4993,502101,2021-10-01 00:00:00,12,915.72
127,3030,501615,2021-08-01 00:00:00,120,915.6
211,3468752,13062102,2021-07-01 00:00:00,880,915.2
213,32357561,154553873,2021-10-01 00:00:00,30,914
127,2779309,492430,2021-09-01 00:00:00,10,912.6
127,4216,496822,2021-11-01 00:00:00,80,912.2
127,1547,497724,2021-04-01 00:00:00,48,911.52
213,32351569,154562162,2021-07-01 00:00:00,1024,911.36
213,32351569,154562162,2021-11-01 00:00:00,0,911.36
127,590,118859602,2021-11-01 00:00:00,2,911.34
127,4218,501615,2021-04-01 00:00:00,110,911.24
127,3584,509645,2021-09-01 00:00:00,20,910.54
127,4176,503027,2021-03-01 00:00:00,30,910.14
127,620,496501,2021-02-01 00:00:00,460,909.58
127,4237,511040,2021-03-01 00:00:00,24,909.24
127,4462,508990,2021-01-01 00:00:00,12,908.9
211,3466244,13036584,2021-05-01 00:00:00,640,908.8
211,3466244,13036584,2021-11-01 00:00:00,640,908.8
211,3481908,13057212,2021-05-01 00:00:00,400,908
211,3481908,13057212,2021-06-01 00:00:00,400,908
211,3481908,13057212,2021-07-01 00:00:00,400,908
127,4462,495298,2021-01-01 00:00:00,210,907.92
211,3466244,12972546,2021-07-01 00:00:00,1020,907.8
127,2598,499650,2021-04-01 00:00:00,8,906.8
127,2656,489198,2021-06-01 00:00:00,40,906.4
127,2656,489198,2021-09-01 00:00:00,40,906.4
127,2656,489198,2021-12-01 00:00:00,40,906.4
127,5499,498854,2021-11-01 00:00:00,40,906
127,590,130583931,2021-11-01 00:00:00,2,905.66
127,1547,507994,2021-07-01 00:00:00,8,905.64
127,3489,507064,2021-01-01 00:00:00,400,904
72,19392432,90951181,2021-09-01 00:00:00,16,903.66
127,4462,491168,2021-10-01 00:00:00,28,903.52
211,3459454,13068971,2021-07-01 00:00:00,650,903.5
127,4176,502304,2021-04-01 00:00:00,48,903.36
127,1285,500427,2021-09-01 00:00:00,10,903.2
127,4216,492323,2021-05-01 00:00:00,8,902.56
213,32353079,154572487,2021-02-01 00:00:00,240,902.4
127,1281,496822,2021-06-01 00:00:00,60,902.16
211,3477591,13030111,2021-08-01 00:00:00,540,901.8
127,4216,493001,2021-01-01 00:00:00,6,901.56
127,3584,508064,2021-01-01 00:00:00,40,901.52
200,5652414,22541302,2021-03-01 00:00:00,600,901.12
127,4176,492837,2021-06-01 00:00:00,2,900.78
127,4176,500355,2021-11-01 00:00:00,48,900.54
127,3307,509351,2021-07-01 00:00:00,100,898.5
127,3030,503619,2021-09-01 00:00:00,96,896.18
241,5664978,22615209,2021-08-01 00:00:00,8,896.02
127,4462,507512,2021-01-01 00:00:00,80,895.76
127,4176,503677,2021-03-01 00:00:00,20,895.6
127,4462,497082,2021-11-01 00:00:00,80,895.32
127,4462,506607,2021-04-01 00:00:00,8,895.28
127,2433,488770,2021-01-01 00:00:00,20,893
127,4216,492340,2021-01-01 00:00:00,2,892.32
127,4218,494295,2021-04-01 00:00:00,8,891.76
127,847,503745,2021-02-01 00:00:00,60,891
127,4462,508148,2021-02-01 00:00:00,28,890.96
200,5652414,22574387,2021-07-01 00:00:00,360,890.63
127,5392,508728,2021-02-01 00:00:00,4,889.98
127,5284,497308,2021-06-01 00:00:00,160,889.22
127,20751556,510503,2021-10-01 00:00:00,22,889.02
127,4462,503677,2021-11-01 00:00:00,20,889
211,3468752,13009190,2021-05-01 00:00:00,1200,888
211,3469616,13022626,2021-06-01 00:00:00,1200,888
211,3485767,13056430,2021-01-01 00:00:00,800,888
127,4462,508379,2021-08-01 00:00:00,4,886.26
127,2656,489198,2021-03-01 00:00:00,40,884.4
127,3584,496584,2021-05-01 00:00:00,4,884.08
127,847,511413,2021-08-01 00:00:00,36,883.8
127,4216,511404,2021-09-01 00:00:00,20,883.3
127,1547,509342,2021-04-01 00:00:00,160,883.2
211,3481908,13035078,2021-06-01 00:00:00,640,883.2
127,2124,507386,2021-03-01 00:00:00,112,882.56
127,984,507709,2021-01-01 00:00:00,80,882.4
127,3030,490620,2021-03-01 00:00:00,8,880.68
127,620,495485,2021-01-01 00:00:00,4,879.36
127,1281,512136,2021-09-01 00:00:00,48,878.58
72,25556467,90953283,2021-10-01 00:00:00,30,878.5
72,19392432,90947027,2021-05-01 00:00:00,10,878.37
72,19392432,90961469,2021-05-01 00:00:00,12,878.17
127,4462,501361,2021-03-01 00:00:00,30,876.9
127,590,130583928,2021-11-01 00:00:00,2,876.66
127,2656,497082,2021-09-01 00:00:00,180,876.6
127,4462,495298,2021-06-01 00:00:00,180,876.44
211,3481908,12968721,2021-06-01 00:00:00,300,876
127,1285,493990,2021-03-01 00:00:00,6,873.96
127,1285,493990,2021-04-01 00:00:00,6,873.96
127,2598,502394,2021-09-01 00:00:00,6,872.7
127,2598,502394,2021-12-01 00:00:00,6,872.7
72,19394566,90962249,2021-03-01 00:00:00,2,872.5899999999999
127,3584,495298,2021-01-01 00:00:00,180,872.32
127,984,507324,2021-10-01 00:00:00,2,871.38
127,620,511707,2021-02-01 00:00:00,70,870.8
127,1285,511293,2021-06-01 00:00:00,6,868.26
127,4462,497637,2021-06-01 00:00:00,30,867.44
211,3481908,12991337,2021-02-01 00:00:00,16,866.08
127,3584,498306,2021-06-01 00:00:00,20,865.52
127,3584,498306,2021-09-01 00:00:00,20,865.52
241,5663561,22622911,2021-01-01 00:00:00,520,865.28
211,3481908,12987216,2021-06-01 00:00:00,2,865.06
200,5652414,22547775,2021-06-01 00:00:00,360,864.26
211,3481908,12956258,2021-06-01 00:00:00,24,864
127,4462,498192,2021-05-01 00:00:00,8,863.8
127,3030,495560,2021-09-01 00:00:00,880,862.4
211,3468752,13062102,2021-02-01 00:00:00,880,862.4
127,620,495893,2021-05-01 00:00:00,170,861.9
127,4218,507095,2021-11-01 00:00:00,32,861.86
127,671,494143,2021-03-01 00:00:00,2,861.54
127,4176,491682,2021-06-01 00:00:00,20,860.16
127,3030,504890,2021-10-01 00:00:00,4,859.76
127,2779309,500038,2021-07-01 00:00:00,24,858.96
127,4462,502951,2021-03-01 00:00:00,10,858.88
127,4176,508148,2021-08-01 00:00:00,24,858.8
127,620,492174,2021-05-01 00:00:00,230,858.36
211,3459454,13068971,2021-04-01 00:00:00,650,858
211,3466244,13045624,2021-03-01 00:00:00,660,858
127,4216,496822,2021-02-01 00:00:00,60,857.84
127,4216,497528,2021-03-01 00:00:00,8,857.6
127,3584,494311,2021-01-01 00:00:00,16,857.52
127,620,493300,2021-02-01 00:00:00,80,856.54
213,32353079,154558133,2021-04-01 00:00:00,4,855
127,3584,497082,2021-06-01 00:00:00,80,854.3
127,3584,497082,2021-07-01 00:00:00,80,854.3
127,2124,508990,2021-07-01 00:00:00,30,854.1
127,847,489163,2021-02-01 00:00:00,32,853.76
127,4216,509267,2021-07-01 00:00:00,4,853.68
72,19392432,90935428,2021-05-01 00:00:00,8,853.04
127,2433,498569,2021-03-01 00:00:00,60,852.6
72,19392432,90968188,2021-11-01 00:00:00,8,852.27
127,4216,507994,2021-07-01 00:00:00,6,852
211,3469616,12995479,2021-05-01 00:00:00,1200,852
127,3584,511413,2021-08-01 00:00:00,10,851.56
127,3584,511413,2021-11-01 00:00:00,10,851.56
127,4176,511413,2021-08-01 00:00:00,10,851.56
213,32348670,154561482,2021-09-01 00:00:00,20,850.6
127,4462,498770,2021-06-01 00:00:00,4,850.48
127,1285,493001,2021-03-01 00:00:00,8,850.24
127,1285,493001,2021-04-01 00:00:00,8,850.24
127,1285,508527,2021-07-01 00:00:00,250,850
127,3584,498169,2021-01-01 00:00:00,60,848.94
127,3307,510503,2021-04-01 00:00:00,24,848.36
127,4462,503677,2021-09-01 00:00:00,20,848.3
127,620,512776,2021-05-01 00:00:00,4,847
127,1872,495899,2021-11-01 00:00:00,2200,844.8
127,4176,498192,2021-04-01 00:00:00,8,843.56
127,4176,504612,2021-04-01 00:00:00,8,843.56
127,620,502652,2021-05-01 00:00:00,230,843.18
127,14425627,500102,2021-07-01 00:00:00,4,842.2
127,4045,510503,2021-07-01 00:00:00,20,841.76
127,1281,502207,2021-04-01 00:00:00,24,841.54
241,5664978,22612820,2021-03-01 00:00:00,114,840.5
241,5664978,22635481,2021-03-01 00:00:00,320,840.2
127,871,507828,2021-01-01 00:00:00,2400,840
127,871,507828,2021-07-01 00:00:00,2400,840
127,1285,503967,2021-06-01 00:00:00,20,840
127,1285,503967,2021-10-01 00:00:00,20,840
127,4176,491682,2021-04-01 00:00:00,20,840
211,3485979,12990501,2021-11-01 00:00:00,600,840
127,4462,489015,2021-09-01 00:00:00,20,838.66
211,3477591,12962441,2021-07-01 00:00:00,24,837.36
211,3465694,12982830,2021-05-01 00:00:00,540,837
211,3466244,13017086,2021-05-01 00:00:00,880,836
211,3466244,13017086,2021-07-01 00:00:00,880,836
127,4462,506659,2021-11-01 00:00:00,62,835.52
127,847,507882,2021-11-01 00:00:00,20,835.4
211,3469616,13016678,2021-04-01 00:00:00,120,835.2
127,4216,503745,2021-05-01 00:00:00,12,834.82
127,3584,497082,2021-02-01 00:00:00,80,834.24
127,3584,497082,2021-04-01 00:00:00,80,834.24
213,32348670,154558133,2021-09-01 00:00:00,4,833.72
241,5664978,22628993,2021-02-01 00:00:00,18,833.58
127,4462,510579,2021-04-01 00:00:00,32,833.36
127,871,510315,2021-11-01 00:00:00,108,831.6
127,4176,511413,2021-03-01 00:00:00,10,831.6
127,3584,497756,2021-10-01 00:00:00,8,830.52
127,4176,497756,2021-10-01 00:00:00,8,830.52
127,4045,504561,2021-06-01 00:00:00,8,830
127,4218,504890,2021-10-01 00:00:00,4,829.66
127,620,507095,2021-02-01 00:00:00,40,828.56
211,3481908,13068408,2021-04-01 00:00:00,720,828
127,4237,498306,2021-06-01 00:00:00,20,826.18
127,469,501427,2021-03-01 00:00:00,4,825.44
211,3485767,13042950,2021-07-01 00:00:00,1500,825
127,4208,503607,2021-11-01 00:00:00,24,823.92
241,5664978,22614094,2021-02-01 00:00:00,70,823.56
213,32357561,154558176,2021-05-01 00:00:00,20,822.8
127,2124,508525,2021-06-01 00:00:00,200,822
127,4045,510503,2021-04-01 00:00:00,20,822
211,3469616,13030111,2021-04-01 00:00:00,540,820.8
200,5652414,22563800,2021-04-01 00:00:00,400,820.69
127,5284,503027,2021-04-01 00:00:00,40,820.4
127,3584,511040,2021-12-01 00:00:00,24,819.36
211,3483291,13050962,2021-10-01 00:00:00,420,819
211,3485767,12995479,2021-07-01 00:00:00,900,819
127,3584,505044,2021-01-01 00:00:00,8,818.88
127,4216,503745,2021-08-01 00:00:00,12,818.12
72,19393927,90983299,2021-08-01 00:00:00,16,817.5899999999999
127,847,489163,2021-11-01 00:00:00,30,817.2
127,5392,502657,2021-08-01 00:00:00,60,816.78
211,3466244,13005657,2021-02-01 00:00:00,1600,816
127,1547,505557,2021-12-01 00:00:00,30,815.32
127,1281,508990,2021-04-01 00:00:00,6,813.98
127,14425627,494372,2021-07-01 00:00:00,10,813.7
127,1285,496350,2021-10-01 00:00:00,40,813.6
127,1547,495389,2021-10-01 00:00:00,40,813.2
127,3584,493327,2021-09-01 00:00:00,32,812.14
127,1285,498745,2021-04-01 00:00:00,24,811.44
127,3584,501412,2021-09-01 00:00:00,6,811.3
127,3584,501412,2021-10-01 00:00:00,6,811.3
127,3030,510159,2021-10-01 00:00:00,8,810.64
127,4216,495298,2021-04-01 00:00:00,120,810.32
127,4462,503709,2021-09-01 00:00:00,22,810.04
127,2282,495800,2021-10-01 00:00:00,30,809.5
127,5284,512136,2021-10-01 00:00:00,96,809.28
200,5652414,22566887,2021-06-01 00:00:00,200,809.2
127,4462,504561,2021-08-01 00:00:00,40,808.8
72,19392432,90950361,2021-04-01 00:00:00,10,808.6800000000001
