"CUSTOMER_FSK","PRODUCT_FSK","INVOICE_YEARMONTH","GROSS_SALES","UNITS"
6615979347,57960332,"2021/03/01 00:00:00",15.34,6
6904895547,57947626,"2021/03/01 00:00:00",15.34,30
5912090395,57947151,"2021/06/01 00:00:00",15.36,4
8193540107,57950736,"2021/02/01 00:00:00",15.36,40
8024310171,57950736,"2021/04/01 00:00:00",15.36,40
7962507804,57955192,"2021/05/01 00:00:00",15.36,40
7904501992,57963256,"2021/07/01 00:00:00",15.38,12
8252460645,57942079,"2021/03/01 00:00:00",15.38,40
6884624031,57959260,"2021/02/01 00:00:00",15.4,20
8114540513,57956145,"2021/05/01 00:00:00",15.4,10
8080242284,57940641,"2021/04/01 00:00:00",15.4,6
8037817175,57945901,"2021/02/01 00:00:00",15.4,2
7038973105,57937459,"2021/04/01 00:00:00",15.4,4
7561643462,57950071,"2021/12/01 00:00:00",15.4,12
5673766031,57940754,"2021/04/01 00:00:00",15.4,20
8183448430,57948892,"2021/12/01 00:00:00",15.42,4
8231180007,57944940,"2021/08/01 00:00:00",15.42,2
8261784206,57943110,"2021/05/01 00:00:00",15.46,6
8006657833,57955260,"2021/03/01 00:00:00",15.46,16
6950897017,57940034,"2021/02/01 00:00:00",15.46,2
7863817576,57950363,"2021/05/01 00:00:00",15.48,12
8037697034,57954764,"2021/03/01 00:00:00",15.48,20
5007630180,57956854,"2021/12/01 00:00:00",15.48,40
7486702408,57960346,"2021/11/01 00:00:00",15.48,60
7989347841,57940641,"2021/07/01 00:00:00",15.5,6
8168191634,57957116,"2021/04/01 00:00:00",15.5,40
7833771537,57950102,"2021/03/01 00:00:00",15.5,20
8160360459,57963085,"2021/03/01 00:00:00",15.52,2
7431411814,57946236,"2021/10/01 00:00:00",15.52,8
7988083643,57940346,"2021/04/01 00:00:00",15.52,4
7904105964,57941846,"2021/04/01 00:00:00",15.52,4
8167509130,57946236,"2021/09/01 00:00:00",15.52,8
7841933246,57942866,"2021/06/01 00:00:00",15.52,20
8099448143,57959302,"2021/09/01 00:00:00",15.54,20
8015583460,57959838,"2021/03/01 00:00:00",15.54,2
6729171059,57952616,"2021/02/01 00:00:00",15.54,40
8266145958,57961101,"2021/06/01 00:00:00",15.54,8
8167423682,57950930,"2021/04/01 00:00:00",15.56,2
8244535802,57953784,"2021/03/01 00:00:00",15.56,8
6394686818,57938947,"2021/08/01 00:00:00",15.56,2
3427227955,57938737,"2021/02/01 00:00:00",15.56,20
8012266853,57961098,"2021/02/01 00:00:00",15.56,20
6651735824,57961098,"2021/04/01 00:00:00",15.56,20
8271570613,57951086,"2021/10/01 00:00:00",15.58,40
8266646488,57958142,"2021/03/01 00:00:00",15.58,4
8102711714,57938737,"2021/12/01 00:00:00",15.6,20
6657045621,57944864,"2021/08/01 00:00:00",15.6,10
7697178731,57962527,"2021/10/01 00:00:00",15.6,2
6969699235,57962527,"2021/12/01 00:00:00",15.6,2
8232194418,57944227,"2021/02/01 00:00:00",15.6,4
7573141645,57950736,"2021/11/01 00:00:00",15.6,40
3791036092,57958704,"2021/04/01 00:00:00",15.62,20
8243759920,57959838,"2021/12/01 00:00:00",15.64,2
8234256236,57943997,"2021/04/01 00:00:00",15.64,6
8267466963,57955971,"2021/09/01 00:00:00",15.64,6
7926637289,57938035,"2021/02/01 00:00:00",15.66,80
8104541124,57961152,"2021/01/01 00:00:00",15.66,6
8137111483,57948555,"2021/10/01 00:00:00",15.66,90
8216046405,57959560,"2021/07/01 00:00:00",15.68,80
8038955598,57952054,"2021/02/01 00:00:00",15.68,100
8111911706,57959662,"2021/03/01 00:00:00",15.68,16
8062657693,57961668,"2021/04/01 00:00:00",15.68,2
8058293916,57946294,"2021/05/01 00:00:00",15.68,2
6925609438,57944446,"2021/02/01 00:00:00",15.7,10
7273517565,57960308,"2021/04/01 00:00:00",15.7,20
6703744701,57955448,"2021/01/01 00:00:00",15.7,6
8109153468,57943910,"2021/05/01 00:00:00",15.72,10
6828229829,57953980,"2021/05/01 00:00:00",15.72,10
7937892745,57955288,"2021/07/01 00:00:00",15.72,18
7357754879,57939201,"2021/09/01 00:00:00",15.76,2
8205562238,57946507,"2021/01/01 00:00:00",15.76,18
4959716691,57938159,"2021/11/01 00:00:00",15.76,4
6273602819,57942404,"2021/01/01 00:00:00",15.76,12
6926975584,57948892,"2021/03/01 00:00:00",15.78,4
8035263453,57955192,"2021/01/01 00:00:00",15.78,40
7978789278,57949934,"2021/04/01 00:00:00",15.8,4
6518959945,57955962,"2021/01/01 00:00:00",15.8,2
7949884911,57955962,"2021/05/01 00:00:00",15.8,2
8254449624,57949305,"2021/09/01 00:00:00",15.82,30
8056588794,57940270,"2021/02/01 00:00:00",15.84,20
8065361061,57944883,"2021/09/01 00:00:00",15.84,8
8215702049,57950274,"2021/01/01 00:00:00",15.84,20
7591393159,57958704,"2021/06/01 00:00:00",15.84,20
7760450415,57954518,"2021/05/01 00:00:00",15.84,40
4170658985,57951479,"2021/10/01 00:00:00",15.86,20
8071069581,57937212,"2021/06/01 00:00:00",15.86,2
8158862289,57938180,"2021/08/01 00:00:00",15.88,2
7922409596,57938396,"2021/02/01 00:00:00",15.88,60
8196249531,57938867,"2021/09/01 00:00:00",15.88,20
5912216235,57938867,"2021/12/01 00:00:00",15.88,20
8211205217,57954868,"2021/06/01 00:00:00",15.9,10
8269441291,57941711,"2021/06/01 00:00:00",15.9,80
8037948523,57945779,"2021/06/01 00:00:00",15.9,2
6829760323,57958538,"2021/03/01 00:00:00",15.9,20
8189144599,57945779,"2021/12/01 00:00:00",15.9,2
7902476205,57938057,"2021/08/01 00:00:00",15.92,10
7146711279,57952054,"2021/04/01 00:00:00",15.92,100
8256557340,57942404,"2021/03/01 00:00:00",15.92,12
7974220263,57953373,"2021/01/01 00:00:00",15.92,8
8133961475,57951571,"2021/03/01 00:00:00",15.94,8
6553504881,57947944,"2021/12/01 00:00:00",15.94,10
7600325458,57952375,"2021/03/01 00:00:00",15.96,50
8175474923,57938035,"2021/05/01 00:00:00",15.96,60
8251899890,57956921,"2021/05/01 00:00:00",15.96,12
8165140869,57951135,"2021/11/01 00:00:00",15.96,6
7857997507,57948902,"2021/03/01 00:00:00",15.96,2
8246715174,57943997,"2021/01/01 00:00:00",15.98,8
7939109169,57940509,"2021/04/01 00:00:00",15.98,20
8194295729,57955192,"2021/04/01 00:00:00",15.98,40
3372984132,80720765,"2021/09/01 00:00:00",15.98,12
6181013326,57940067,"2021/05/01 00:00:00",15.98,60
8074692475,57955192,"2021/04/01 00:00:00",15.98,40
8003140428,57956188,"2021/06/01 00:00:00",15.98,20
7539424899,57958096,"2021/07/01 00:00:00",16,4
8246364647,57955288,"2021/01/01 00:00:00",16,20
8190425234,57939694,"2021/10/01 00:00:00",16,400
7938194623,57959807,"2021/10/01 00:00:00",16,400
6709238178,57953651,"2021/09/01 00:00:00",16,60
8173072632,57944183,"2021/04/01 00:00:00",16.009999999999998,8
7781260861,57949934,"2021/04/01 00:00:00",16.02,4
7036599725,57937384,"2021/11/01 00:00:00",16.02,2
7983837746,57941288,"2021/11/01 00:00:00",16.02,4
8118435797,57937940,"2021/07/01 00:00:00",16.02,18
7730017443,57944415,"2021/05/01 00:00:00",16.02,40
6937237652,57956356,"2021/11/01 00:00:00",16.04,4
6168218881,57954371,"2021/04/01 00:00:00",16.06,20
8260335000,57945154,"2021/10/01 00:00:00",16.08,4
6768777857,57961423,"2021/03/01 00:00:00",16.08,2
8240953517,57946790,"2021/03/01 00:00:00",16.1,10
8066712116,57953897,"2021/09/01 00:00:00",16.1,4
7856086835,57953274,"2021/05/01 00:00:00",16.1,60
6405043496,57951277,"2021/09/01 00:00:00",16.1,60
7788297333,57962690,"2021/05/01 00:00:00",16.12,10
8027000120,57938347,"2021/02/01 00:00:00",16.12,40
7683018627,57939386,"2021/03/01 00:00:00",16.12,40
6858244663,57938823,"2021/06/01 00:00:00",16.12,24
6536233933,57958676,"2021/02/01 00:00:00",16.12,12
8240088432,57952879,"2021/07/01 00:00:00",16.16,2
6902563137,57937666,"2021/01/01 00:00:00",16.16,2
7531352663,57939478,"2021/10/01 00:00:00",16.16,300
7908922836,57961423,"2021/12/01 00:00:00",16.18,2
8037573385,57960589,"2021/12/01 00:00:00",16.18,10
8240055326,57951465,"2021/07/01 00:00:00",16.18,4
8226506294,57960589,"2021/08/01 00:00:00",16.18,10
8088502463,57941703,"2021/04/01 00:00:00",16.18,100
8241542422,57940346,"2021/03/01 00:00:00",16.18,4
8185402189,57954588,"2021/03/01 00:00:00",16.18,20
7975315096,57962817,"2021/11/01 00:00:00",16.2,8
7906872371,57944034,"2021/04/01 00:00:00",16.2,2
6139072424,57951505,"2021/06/01 00:00:00",16.2,20
7871316458,57957083,"2021/11/01 00:00:00",16.2,4
6876944214,57962817,"2021/12/01 00:00:00",16.2,8
7450830687,57957399,"2021/10/01 00:00:00",16.22,2
8111860500,57946220,"2021/05/01 00:00:00",16.22,12
7932677583,57954137,"2021/04/01 00:00:00",16.24,2
7959720756,57948882,"2021/06/01 00:00:00",16.24,2
7072525529,57949241,"2021/06/01 00:00:00",16.24,20
6405043496,57937845,"2021/02/01 00:00:00",16.26,40
7141309961,57940437,"2021/04/01 00:00:00",16.26,20
8086072972,57942317,"2021/12/01 00:00:00",16.26,40
7192776805,57940427,"2021/02/01 00:00:00",16.26,12
7998941211,57941870,"2021/05/01 00:00:00",16.26,6
8168191634,57942864,"2021/02/01 00:00:00",16.28,2
8176377989,57942864,"2021/06/01 00:00:00",16.28,2
8216035422,57956298,"2021/01/01 00:00:00",16.3,20
8105584470,57945901,"2021/07/01 00:00:00",16.3,2
8244620004,57961673,"2021/05/01 00:00:00",16.32,2
7464342300,57938138,"2021/11/01 00:00:00",16.32,80
8240614194,57951142,"2021/06/01 00:00:00",16.32,16
7830748973,57946838,"2021/10/01 00:00:00",16.32,60
7918885235,57960235,"2021/04/01 00:00:00",16.32,20
7899119199,57949934,"2021/10/01 00:00:00",16.34,4
7143835198,57948373,"2021/02/01 00:00:00",16.36,2
7931944241,57956575,"2021/08/01 00:00:00",16.36,4
7942498166,57962817,"2021/02/01 00:00:00",16.36,8
7911043874,57949200,"2021/05/01 00:00:00",16.36,20
8048824254,57941703,"2021/06/01 00:00:00",16.38,100
7760979837,57939478,"2021/03/01 00:00:00",16.38,60
7745101911,57938033,"2021/07/01 00:00:00",16.38,6
8124191327,57946790,"2021/04/01 00:00:00",16.4,20
6507886658,57946790,"2021/03/01 00:00:00",16.4,20
6983291420,57946790,"2021/04/01 00:00:00",16.4,20
7169000560,57946790,"2021/03/01 00:00:00",16.4,20
6067173153,57953700,"2021/02/01 00:00:00",16.41,100
5955771679,57949021,"2021/11/01 00:00:00",16.42,6
8088502463,57961530,"2021/07/01 00:00:00",16.42,100
8213920606,57937939,"2021/08/01 00:00:00",16.42,40
6180642392,57951195,"2021/04/01 00:00:00",16.42,40
7689148852,57942879,"2021/02/01 00:00:00",16.42,18
8098702885,57953651,"2021/06/01 00:00:00",16.42,180
7429454747,57941332,"2021/07/01 00:00:00",16.42,4
8182992873,57959687,"2021/01/01 00:00:00",16.42,40
6625649613,80720868,"2021/05/01 00:00:00",16.44,2
7954347275,57950279,"2021/10/01 00:00:00",16.44,6
8045341462,57946035,"2021/03/01 00:00:00",16.44,80
6775010693,57941166,"2021/10/01 00:00:00",16.46,8
8037783795,57942277,"2021/11/01 00:00:00",16.46,8
8010461255,57959676,"2021/06/01 00:00:00",16.46,6
8252460645,57955627,"2021/03/01 00:00:00",16.46,10
7565291929,57949200,"2021/05/01 00:00:00",16.48,20
7841051034,57948412,"2021/02/01 00:00:00",16.48,20
6308133252,57937257,"2021/12/01 00:00:00",16.48,2
7804887185,57938823,"2021/04/01 00:00:00",16.48,20
8030780777,57955482,"2021/12/01 00:00:00",16.48,2
6745720307,57956746,"2021/07/01 00:00:00",16.48,20
7886029002,57941288,"2021/12/01 00:00:00",16.490000000000002,4
7878239905,57951479,"2021/05/01 00:00:00",16.5,20
8133281030,57955288,"2021/01/01 00:00:00",16.5,20
7970918479,57959223,"2021/12/01 00:00:00",16.5,10
8008620836,57952879,"2021/01/01 00:00:00",16.5,2
8214487461,57960404,"2021/01/01 00:00:00",16.52,180
8259949685,57960404,"2021/02/01 00:00:00",16.52,20
8085089470,57940859,"2021/09/01 00:00:00",16.52,4
7497658970,57944415,"2021/05/01 00:00:00",16.52,40
6760227998,57948265,"2021/03/01 00:00:00",16.52,40
6014511379,57961613,"2021/11/01 00:00:00",16.54,8
6957695914,57953901,"2021/12/01 00:00:00",16.54,60
7342519249,57938842,"2021/05/01 00:00:00",16.54,60
8124352758,57947850,"2021/09/01 00:00:00",16.54,4
7935864983,57947920,"2021/06/01 00:00:00",16.56,2
7881855943,57947920,"2021/12/01 00:00:00",16.56,2
7385502297,57951668,"2021/10/01 00:00:00",16.58,20
8049369259,57953700,"2021/05/01 00:00:00",16.58,140
7906872371,57960235,"2021/03/01 00:00:00",16.58,20
8123764672,57946838,"2021/03/01 00:00:00",16.58,60
6954851006,57957729,"2021/08/01 00:00:00",16.58,2
7019473652,57947709,"2021/11/01 00:00:00",16.62,2
6016256721,57955767,"2021/11/01 00:00:00",16.62,50
8200501160,57955448,"2021/07/01 00:00:00",16.62,6
7133188494,57940641,"2021/06/01 00:00:00",16.62,6
8030190292,57947198,"2021/06/01 00:00:00",16.62,30
7998176537,57941859,"2021/02/01 00:00:00",16.64,2
8053196478,57937459,"2021/06/01 00:00:00",16.64,4
6722228984,57943545,"2021/05/01 00:00:00",16.64,8
8196182855,57942856,"2021/09/01 00:00:00",16.64,52
4916214820,80720868,"2021/05/01 00:00:00",16.64,4
8074646090,57960370,"2021/07/01 00:00:00",16.64,8
8265025553,57950736,"2021/07/01 00:00:00",16.64,40
7042160891,57959560,"2021/04/01 00:00:00",16.64,80
6320046100,57938270,"2021/12/01 00:00:00",16.66,2
7830633832,57952229,"2021/12/01 00:00:00",16.66,2
5966183990,57942328,"2021/04/01 00:00:00",16.66,4
8080476746,57962110,"2021/02/01 00:00:00",16.66,20
8244620004,57962110,"2021/04/01 00:00:00",16.66,20
6180885461,57952879,"2021/04/01 00:00:00",16.66,2
6808009553,57951905,"2021/10/01 00:00:00",16.66,2
7908151554,57952212,"2021/06/01 00:00:00",16.68,2
8209302544,57953653,"2021/04/01 00:00:00",16.68,8
8239085473,57943910,"2021/11/01 00:00:00",16.68,8
6150127468,57950736,"2021/03/01 00:00:00",16.68,40
2197635527,57951365,"2021/09/01 00:00:00",16.68,2
6713143974,57937851,"2021/05/01 00:00:00",16.7,6
8236171203,57957116,"2021/11/01 00:00:00",16.7,40
8209980976,57938833,"2021/03/01 00:00:00",16.71,38
6659550051,57937162,"2021/01/01 00:00:00",16.72,4
7895942234,57959073,"2021/01/01 00:00:00",16.72,2
8196799179,57947954,"2021/06/01 00:00:00",16.72,20
6528583947,57961101,"2021/05/01 00:00:00",16.72,8
3109292698,57937162,"2021/01/01 00:00:00",16.72,4
8038203101,57943689,"2021/07/01 00:00:00",16.74,20
8205814733,57949241,"2021/05/01 00:00:00",16.74,20
7013207089,57939452,"2021/08/01 00:00:00",16.76,40
8112369747,57950841,"2021/02/01 00:00:00",16.76,80
8201847944,57959496,"2021/03/01 00:00:00",16.78,4
7070332835,57951904,"2021/02/01 00:00:00",16.8,30
8115084644,57953784,"2021/12/01 00:00:00",16.8,8
8102711714,57946230,"2021/03/01 00:00:00",16.8,8
7419159009,57946230,"2021/05/01 00:00:00",16.8,8
8138401161,57959350,"2021/07/01 00:00:00",16.8,14
8234888059,57949891,"2021/04/01 00:00:00",16.8,4
8038955598,57959560,"2021/12/01 00:00:00",16.8,80
6164664178,57953211,"2021/02/01 00:00:00",16.82,14
7957990879,57962958,"2021/03/01 00:00:00",16.82,2
8183959367,57959073,"2021/05/01 00:00:00",16.84,2
7035190868,57950102,"2021/07/01 00:00:00",16.84,20
8062072996,57949662,"2021/03/01 00:00:00",16.88,2
8105434644,57949662,"2021/04/01 00:00:00",16.88,2
7696866516,57940162,"2021/07/01 00:00:00",16.88,40
6440115482,57941974,"2021/02/01 00:00:00",16.88,16
8225149392,57961098,"2021/03/01 00:00:00",16.88,20
8185665579,57937324,"2021/06/01 00:00:00",16.92,20
6951077457,57952220,"2021/05/01 00:00:00",16.92,12
8016660885,57944647,"2021/03/01 00:00:00",16.92,6
8148652223,57958704,"2021/01/01 00:00:00",16.94,20
8214617142,57937220,"2021/01/01 00:00:00",16.94,2
8196826477,57944259,"2021/11/01 00:00:00",16.96,8
1940782923,57940805,"2021/05/01 00:00:00",16.96,40
8266724834,57940805,"2021/06/01 00:00:00",16.96,40
7156475343,57940805,"2021/09/01 00:00:00",16.96,40
8226797568,57944697,"2021/11/01 00:00:00",16.96,2
2324058670,57947920,"2021/01/01 00:00:00",16.96,4
8099448143,57960308,"2021/06/01 00:00:00",16.96,20
8172062398,57960370,"2021/04/01 00:00:00",16.96,10
6957695914,57938737,"2021/03/01 00:00:00",17.02,20
7915347966,57953423,"2021/01/01 00:00:00",17.02,20
8033915530,57961695,"2021/01/01 00:00:00",17.02,40
7535795454,57937610,"2021/04/01 00:00:00",17.04,4
7022789735,57956575,"2021/04/01 00:00:00",17.04,4
7951106265,103734175,"2021/08/01 00:00:00",17.04,16
4011738421,57952616,"2021/03/01 00:00:00",17.04,60
8186230024,57940870,"2021/02/01 00:00:00",17.06,80
8030791590,57959114,"2021/04/01 00:00:00",17.06,10
7874146324,57940805,"2021/01/01 00:00:00",17.06,36
8208694891,57942404,"2021/03/01 00:00:00",17.1,20
8037079085,57945958,"2021/09/01 00:00:00",17.1,20
5473748130,57947588,"2021/08/01 00:00:00",17.1,2
3109292698,57963107,"2021/01/01 00:00:00",17.12,2
8086056708,57950234,"2021/12/01 00:00:00",17.12,8
8240352578,57956854,"2021/03/01 00:00:00",17.14,60
8038514482,57959012,"2021/05/01 00:00:00",17.14,4
7277852958,57945154,"2021/06/01 00:00:00",17.14,4
8204790700,57941711,"2021/04/01 00:00:00",17.16,100
8234888059,57945950,"2021/07/01 00:00:00",17.16,20
7378293649,57952054,"2021/08/01 00:00:00",17.16,100
6598332658,57952054,"2021/12/01 00:00:00",17.16,100
7932684900,57938812,"2021/09/01 00:00:00",17.16,22
8174920916,57946122,"2021/07/01 00:00:00",17.18,74
8236932246,57957164,"2021/12/01 00:00:00",17.18,8
8212199120,57952101,"2021/05/01 00:00:00",17.18,2
6180697185,57952101,"2021/09/01 00:00:00",17.18,2
6280095376,57955448,"2021/01/01 00:00:00",17.2,8
8088164773,57963046,"2021/09/01 00:00:00",17.2,8
6473948166,57959998,"2021/05/01 00:00:00",17.2,4
8019109436,57957098,"2021/11/01 00:00:00",17.2,8
8128890524,57958190,"2021/04/01 00:00:00",17.2,2
7992901848,57961444,"2021/12/01 00:00:00",17.24,8
8245128312,57940509,"2021/05/01 00:00:00",17.24,20
8263398311,57940509,"2021/11/01 00:00:00",17.24,20
7935089598,57940509,"2021/12/01 00:00:00",17.24,20
6558021065,57944354,"2021/12/01 00:00:00",17.24,4
7207903245,57950195,"2021/06/01 00:00:00",17.24,8
6180846532,57955627,"2021/07/01 00:00:00",17.24,14
5903085879,57960370,"2021/11/01 00:00:00",17.26,8
8236299470,57947055,"2021/04/01 00:00:00",17.28,6
8134115496,57950736,"2021/03/01 00:00:00",17.28,60
8062180902,57937220,"2021/03/01 00:00:00",17.28,2
8088782645,57937220,"2021/04/01 00:00:00",17.28,2
8218905676,57941982,"2021/03/01 00:00:00",17.28,80
8233492896,57963276,"2021/11/01 00:00:00",17.28,4
8178696040,57945955,"2021/02/01 00:00:00",17.3,12
8037853243,57942864,"2021/04/01 00:00:00",17.3,2
7914648714,57937777,"2021/02/01 00:00:00",17.3,20
7777197038,57949099,"2021/02/01 00:00:00",17.3,20
6725829972,57955591,"2021/11/01 00:00:00",17.3,2
7693026880,57952879,"2021/01/01 00:00:00",17.32,2
8099448143,57959535,"2021/11/01 00:00:00",17.32,8
7396064694,57946918,"2021/01/01 00:00:00",17.32,6
8262828660,57954868,"2021/12/01 00:00:00",17.34,12
8166473473,57954868,"2021/06/01 00:00:00",17.34,10
8261975986,57955310,"2021/11/01 00:00:00",17.34,4
3477953215,57937777,"2021/06/01 00:00:00",17.34,20
8006234036,57956761,"2021/06/01 00:00:00",17.34,20
8123726594,57938985,"2021/12/01 00:00:00",17.38,8
8248004600,57944647,"2021/09/01 00:00:00",17.4,6
8081421827,57959422,"2021/01/01 00:00:00",17.4,20
8232809833,57941703,"2021/12/01 00:00:00",17.4,100
7575011491,57946902,"2021/05/01 00:00:00",17.4,2
7176436823,57940346,"2021/08/01 00:00:00",17.4,4
7991247502,57949498,"2021/12/01 00:00:00",17.4,2
8027638701,57946380,"2021/11/01 00:00:00",17.44,30
7396064694,57952778,"2021/10/01 00:00:00",17.44,4
7150350834,57957083,"2021/09/01 00:00:00",17.44,8
8190527073,57957083,"2021/12/01 00:00:00",17.44,8
8157512801,57959918,"2021/06/01 00:00:00",17.44,6
8003443217,57955722,"2021/04/01 00:00:00",17.44,4
4754853104,57962757,"2021/10/01 00:00:00",17.44,2
8043726835,57959560,"2021/03/01 00:00:00",17.44,100
7587559602,118888982,"2021/09/01 00:00:00",17.46,8
4390325957,57957412,"2021/05/01 00:00:00",17.46,10
7472814798,57951479,"2021/12/01 00:00:00",17.48,24
8194988855,57940362,"2021/07/01 00:00:00",17.48,60
8107634374,57949200,"2021/02/01 00:00:00",17.48,20
7869642551,57958106,"2021/03/01 00:00:00",17.48,2
8206106127,57955288,"2021/08/01 00:00:00",17.48,20
8200977428,57938550,"2021/06/01 00:00:00",17.48,36
8041463760,57955288,"2021/01/01 00:00:00",17.5,20
8214712513,57951479,"2021/07/01 00:00:00",17.5,20
7945104360,57945779,"2021/12/01 00:00:00",17.5,2
8236051839,57940162,"2021/01/01 00:00:00",17.52,40
8153616887,57951135,"2021/03/01 00:00:00",17.52,8
8217139591,57938327,"2021/03/01 00:00:00",17.52,2
8259910557,57955253,"2021/02/01 00:00:00",17.54,40
8138590053,57948744,"2021/03/01 00:00:00",17.54,2
8058566499,57961652,"2021/04/01 00:00:00",17.54,10
8037689213,57937167,"2021/01/01 00:00:00",17.54,18
7950118396,57943848,"2021/06/01 00:00:00",17.56,10
7995536196,88582391,"2021/07/01 00:00:00",17.56,4
8209980976,57958636,"2021/09/01 00:00:00",17.56,2
6870611219,57956575,"2021/04/01 00:00:00",17.56,4
7932613814,57956761,"2021/02/01 00:00:00",17.58,20
2941352133,57948981,"2021/07/01 00:00:00",17.6,4
7428060848,57937360,"2021/06/01 00:00:00",17.6,20
7903661819,57943560,"2021/06/01 00:00:00",17.6,20
8232194418,57941288,"2021/05/01 00:00:00",17.62,4
8042280439,57958096,"2021/05/01 00:00:00",17.62,4
8219913448,57938914,"2021/02/01 00:00:00",17.62,60
1941147202,57951277,"2021/03/01 00:00:00",17.62,60
7984441991,57941711,"2021/01/01 00:00:00",17.62,100
7921841647,57943152,"2021/02/01 00:00:00",17.64,40
8233156744,57960589,"2021/07/01 00:00:00",17.64,12
8182498285,57960589,"2021/12/01 00:00:00",17.64,10
6463725627,57959114,"2021/06/01 00:00:00",17.66,10
8222036829,57952517,"2021/03/01 00:00:00",17.68,20
8169035333,57956649,"2021/10/01 00:00:00",17.68,20
8235594719,57958732,"2021/10/01 00:00:00",17.7,8
7714406003,57953211,"2021/11/01 00:00:00",17.7,14
8103337189,57962163,"2021/01/01 00:00:00",17.7,4
6093911553,57946035,"2021/06/01 00:00:00",17.7,80
5463960371,57939158,"2021/04/01 00:00:00",17.72,12
8038550036,57944774,"2021/04/01 00:00:00",17.72,12
8098792782,57955253,"2021/03/01 00:00:00",17.74,40
8236932246,57955110,"2021/04/01 00:00:00",17.74,10
8211594270,57961458,"2021/05/01 00:00:00",17.74,4
5673956121,57956921,"2021/06/01 00:00:00",17.76,8
8225447655,57962376,"2021/11/01 00:00:00",17.76,4
6905162162,57948053,"2021/05/01 00:00:00",17.76,6
8204934776,57963256,"2021/03/01 00:00:00",17.78,12
6837591437,57944527,"2021/04/01 00:00:00",17.78,2
8262189262,57940641,"2021/03/01 00:00:00",17.78,6
2324058670,57944565,"2021/02/01 00:00:00",17.8,60
7978440259,57962682,"2021/03/01 00:00:00",17.8,60
8032967427,57947626,"2021/10/01 00:00:00",17.8,40
6650050931,57938737,"2021/10/01 00:00:00",17.82,20
3751835568,57962242,"2021/08/01 00:00:00",17.82,50
7859379503,57956402,"2021/03/01 00:00:00",17.84,2
7442775683,57956402,"2021/11/01 00:00:00",17.84,2
7081881564,57943702,"2021/09/01 00:00:00",17.86,2
8076162321,57945156,"2021/05/01 00:00:00",17.86,10
8252633309,57949099,"2021/02/01 00:00:00",17.86,20
8267918894,57962028,"2021/06/01 00:00:00",17.88,16
8030450843,57945628,"2021/01/01 00:00:00",17.88,2
7950051234,57956761,"2021/05/01 00:00:00",17.88,20
6113400409,57951226,"2021/04/01 00:00:00",17.88,20
7842015874,57956575,"2021/09/01 00:00:00",17.88,12
7248183096,57941858,"2021/12/01 00:00:00",17.9,4
7587559602,57944183,"2021/06/01 00:00:00",17.9,4
8185901839,57954234,"2021/10/01 00:00:00",17.9,6
7740946405,57949099,"2021/12/01 00:00:00",17.92,20
6586229563,57945733,"2021/01/01 00:00:00",17.92,4
8233492896,57942317,"2021/07/01 00:00:00",17.92,40
8226797568,57963256,"2021/07/01 00:00:00",17.94,12
8197031896,57944949,"2021/06/01 00:00:00",17.94,4
8037483204,57946926,"2021/05/01 00:00:00",17.94,32
8105116422,57943558,"2021/08/01 00:00:00",17.94,2
8116097856,57943558,"2021/10/01 00:00:00",17.94,2
8251536735,57943558,"2021/11/01 00:00:00",17.94,2
7975435556,57960690,"2021/02/01 00:00:00",17.94,2
7539424899,57944949,"2021/07/01 00:00:00",17.94,4
8053238886,80721036,"2021/06/01 00:00:00",17.96,38
6180699797,57950071,"2021/11/01 00:00:00",17.96,14
8012441930,57960404,"2021/07/01 00:00:00",17.98,20
7272161861,57953849,"2021/03/01 00:00:00",17.98,20
8028765179,57941329,"2021/10/01 00:00:00",18,200
8079990078,57955216,"2021/10/01 00:00:00",18,200
8142436646,57957412,"2021/11/01 00:00:00",18,12
7475413560,57942856,"2021/09/01 00:00:00",18,40
8206894562,57937777,"2021/02/01 00:00:00",18,20
8095641004,57955985,"2021/11/01 00:00:00",18.02,20
8139553497,57959422,"2021/11/01 00:00:00",18.02,20
8037610743,57950071,"2021/09/01 00:00:00",18.02,14
8116898422,57957596,"2021/07/01 00:00:00",18.02,28
8006937133,57940346,"2021/09/01 00:00:00",18.04,4
8039091235,57951224,"2021/04/01 00:00:00",18.04,6
7808576590,57939863,"2021/12/01 00:00:00",18.04,4
8039912507,57957596,"2021/02/01 00:00:00",18.06,20
8133281030,57951935,"2021/04/01 00:00:00",18.06,20
8100821627,57957596,"2021/04/01 00:00:00",18.06,20
7323472675,57937801,"2021/05/01 00:00:00",18.06,10
6237449062,57960370,"2021/02/01 00:00:00",18.08,8
7902877730,57938147,"2021/05/01 00:00:00",18.1,10
8089854660,57953321,"2021/11/01 00:00:00",18.12,12
7366205327,57962986,"2021/01/01 00:00:00",18.14,100
8130959235,57941416,"2021/11/01 00:00:00",18.14,10
7395678202,57954018,"2021/04/01 00:00:00",18.14,20
8016660885,57960690,"2021/07/01 00:00:00",18.16,2
7991900319,57960759,"2021/10/01 00:00:00",18.18,4
8112974105,57963205,"2021/06/01 00:00:00",18.18,40
8134752613,57960404,"2021/01/01 00:00:00",18.2,20
8017389340,57959560,"2021/11/01 00:00:00",18.2,100
6206584706,57953651,"2021/02/01 00:00:00",18.2,70
7683018627,57959560,"2021/03/01 00:00:00",18.2,100
